distrito,year,month,mes_nome,temperatura_media,temperatura_max,temperatura_min,precipitacao_total_mm
Lisboa,2016,11,Novembro,14.87,17.84,11.9,163.1
Lisboa,2016,12,Dezembro,12.63,15.59,9.67,103.0
Lisboa,2017,1,Janeiro,10.92,14.37,7.47,78.3
Lisboa,2017,2,Fevereiro,13.39,16.7,10.08,103.6
Lisboa,2017,3,Março,14.79,18.83,10.75,80.0
Lisboa,2017,4,Abril,18.67,23.75,13.59,5.5
Lisboa,2017,5,Maio,20.19,24.89,15.49,65.0
Lisboa,2017,6,Junho,23.35,28.64,18.05,0.4
Lisboa,2017,7,Julho,23.21,28.39,18.03,0.6
Lisboa,2017,8,Agosto,23.84,29.47,18.21,6.9
Lisboa,2017,9,Setembro,21.82,26.98,16.67,0.1
Lisboa,2017,10,Outubro,21.6,26.5,16.71,34.9
Lisboa,2017,11,Novembro,15.45,19.0,11.89,72.7
Lisboa,2017,12,Dezembro,12.39,15.92,8.85,55.4
Lisboa,2018,1,Janeiro,12.5,16.01,8.99,81.7
Lisboa,2018,2,Fevereiro,12.11,15.77,8.45,36.5
Lisboa,2018,3,Março,13.2,16.55,9.85,228.7
Lisboa,2018,4,Abril,15.65,19.76,11.54,123.8
Lisboa,2018,5,Maio,18.35,22.89,13.82,9.5
Lisboa,2018,6,Junho,20.99,25.37,16.61,20.2
Lisboa,2018,7,Julho,22.42,26.79,18.05,1.4
Lisboa,2018,8,Agosto,26.02,32.13,19.91,0.0
Lisboa,2018,9,Setembro,24.86,30.15,19.57,0.0
Lisboa,2018,10,Outubro,19.69,23.8,15.58,49.9
Lisboa,2018,11,Novembro,14.84,18.11,11.56,192.7
Lisboa,2018,12,Dezembro,13.37,16.83,9.9,24.5
Lisboa,2019,1,Janeiro,11.85,15.59,8.12,35.3
Lisboa,2019,2,Fevereiro,13.88,18.18,9.59,32.5
Lisboa,2019,3,Março,16.2,20.97,11.43,50.7
Lisboa,2019,4,Abril,16.04,20.52,11.56,64.4
Lisboa,2019,5,Maio,21.22,26.46,15.98,22.8
Lisboa,2019,6,Junho,20.11,24.82,15.4,13.1
Lisboa,2019,7,Julho,22.76,27.45,18.08,1.9
Lisboa,2019,8,Agosto,23.74,29.08,18.4,8.0
Lisboa,2019,9,Setembro,23.03,27.89,18.17,17.6
Lisboa,2019,10,Outubro,19.34,23.18,15.49,49.4
Lisboa,2019,11,Novembro,15.54,18.42,12.65,135.5
Lisboa,2019,12,Dezembro,13.76,16.64,10.89,108.9
Lisboa,2020,1,Janeiro,12.27,15.56,8.98,78.1
Lisboa,2020,2,Fevereiro,14.98,18.87,11.09,12.4
Lisboa,2020,3,Março,15.39,19.41,11.36,23.8
Lisboa,2020,4,Abril,16.06,19.89,12.22,139.9
Lisboa,2020,5,Maio,20.9,25.95,15.84,35.4
Lisboa,2020,6,Junho,21.43,26.42,16.44,2.9
Lisboa,2020,7,Julho,25.58,31.9,19.26,2.0
Lisboa,2020,8,Agosto,24.26,29.68,18.84,0.2
Lisboa,2020,9,Setembro,23.47,28.34,18.6,46.5
Lisboa,2020,10,Outubro,18.4,22.34,14.46,111.3
Lisboa,2020,11,Novembro,15.62,18.4,12.83,115.4
Lisboa,2020,12,Dezembro,12.76,15.81,9.71,101.2
Portalegre,2015,1,Janeiro,9.11,12.18,6.03,67.3
Portalegre,2015,2,Fevereiro,7.8,11.51,4.09,38.1
Portalegre,2015,3,Março,12.92,17.64,8.21,21.7
Portalegre,2015,4,Abril,15.37,20.03,10.71,84.6
Portalegre,2015,5,Maio,21.44,27.6,15.27,4.9
Portalegre,2015,6,Junho,24.96,31.53,18.38,21.1
Portalegre,2015,7,Julho,25.69,33.85,17.52,0.0
Portalegre,2015,8,Agosto,23.71,30.74,16.68,4.7
Portalegre,2015,9,Setembro,20.54,26.29,14.79,18.3
Portalegre,2015,10,Outubro,16.45,19.87,13.03,237.3
Portalegre,2015,11,Novembro,14.62,17.84,11.4,29.2
Portalegre,2015,12,Dezembro,12.43,15.25,9.61,67.6
Portalegre,2016,1,Janeiro,9.19,11.92,6.45,183.3
Portalegre,2016,2,Fevereiro,8.92,12.03,5.8,132.8
Portalegre,2016,3,Março,9.3,13.71,4.88,57.8
Portalegre,2016,4,Abril,12.39,16.71,8.08,135.2
Portalegre,2016,5,Maio,15.24,19.59,10.89,165.5
Portalegre,2016,6,Junho,21.73,27.99,15.47,1.7
Portalegre,2016,7,Julho,26.61,33.98,19.24,5.6
Portalegre,2016,8,Agosto,26.48,33.96,19.0,3.1
Portalegre,2016,9,Setembro,23.31,29.23,17.4,19.2
Portalegre,2016,10,Outubro,18.07,22.55,13.59,100.9
Portalegre,2016,11,Novembro,11.34,14.41,8.27,163.3
Portalegre,2016,12,Dezembro,11.19,14.13,8.25,51.9
Portalegre,2017,1,Janeiro,8.36,11.46,5.26,54.1
Portalegre,2017,2,Fevereiro,10.28,13.79,6.77,85.9
Portalegre,2017,3,Março,12.04,16.27,7.81,100.3
Portalegre,2017,4,Abril,17.02,22.19,11.86,1.4
Portalegre,2017,5,Maio,19.0,24.58,13.41,83.7
Portalegre,2017,6,Junho,23.95,31.14,16.75,2.6
Portalegre,2017,7,Julho,24.91,32.51,17.31,0.0
Portalegre,2017,8,Agosto,25.19,32.75,17.63,2.7
Portalegre,2017,9,Setembro,22.43,28.67,16.2,0.0
Portalegre,2017,10,Outubro,21.83,26.38,17.28,27.5
Portalegre,2017,11,Novembro,13.76,17.34,10.17,32.5
Portalegre,2017,12,Dezembro,9.27,12.18,6.35,85.0
Portalegre,2018,1,Janeiro,8.49,11.61,5.36,74.5
Portalegre,2018,2,Fevereiro,8.23,12.11,4.36,57.6
Portalegre,2018,3,Março,8.63,12.21,5.05,354.7
Portalegre,2018,4,Abril,12.59,16.82,8.36,140.7
Portalegre,2018,5,Maio,15.86,20.85,10.87,65.5
Portalegre,2018,6,Junho,19.49,25.37,13.62,23.7
Portalegre,2018,7,Julho,21.11,28.21,14.01,2.9
Portalegre,2018,8,Agosto,27.43,34.1,20.76,10.9
Portalegre,2018,9,Setembro,25.34,30.86,19.82,12.9
Portalegre,2018,10,Outubro,17.1,21.05,13.15,113.5
Portalegre,2018,11,Novembro,10.81,13.67,7.96,167.2
Portalegre,2018,12,Dezembro,11.15,14.09,8.21,45.4
Portalegre,2019,1,Janeiro,9.51,12.64,6.38,41.8
Portalegre,2019,2,Fevereiro,11.22,14.97,7.47,43.5
Portalegre,2019,3,Março,13.5,17.85,9.15,44.9
Portalegre,2019,4,Abril,12.5,17.05,7.95,127.2
Portalegre,2019,5,Maio,19.05,24.64,13.46,28.7
Portalegre,2019,6,Junho,19.13,25.59,12.67,7.6
Portalegre,2019,7,Julho,23.0,30.43,15.57,5.8
Portalegre,2019,8,Agosto,24.26,31.41,17.12,26.2
Portalegre,2019,9,Setembro,22.66,27.98,17.33,27.0
Portalegre,2019,10,Outubro,17.38,21.85,12.91,76.3
Portalegre,2019,11,Novembro,10.41,13.03,7.8,182.1
Portalegre,2019,12,Dezembro,11.3,13.93,8.68,235.5
Portalegre,2020,1,Janeiro,9.12,11.79,6.45,74.9
Portalegre,2020,2,Fevereiro,13.03,16.55,9.52,19.3
Portalegre,2020,3,Março,11.69,15.84,7.54,82.9
Portalegre,2020,4,Abril,13.14,17.09,9.19,124.2
Portalegre,2020,5,Maio,19.64,24.37,14.91,89.0
Portalegre,2020,6,Junho,19.76,26.24,13.29,4.4
Portalegre,2020,7,Julho,27.83,34.97,20.69,2.8
Portalegre,2020,8,Agosto,24.3,31.24,17.37,2.0
Portalegre,2020,9,Setembro,22.79,27.88,17.69,34.9
Portalegre,2020,10,Outubro,15.77,19.72,11.81,195.3
Portalegre,2020,11,Novembro,13.68,16.28,11.08,107.9
Portalegre,2020,12,Dezembro,8.81,11.15,6.47,87.3
Porto,2015,1,Janeiro,9.1,13.28,4.91,116.3
Porto,2015,2,Fevereiro,9.5,13.18,5.83,73.5
Porto,2015,3,Março,12.29,16.55,8.04,27.8
Porto,2015,4,Abril,15.85,19.98,11.73,59.1
Porto,2015,5,Maio,17.61,21.68,13.55,128.8
Porto,2015,6,Junho,19.62,23.99,15.24,48.6
Porto,2015,7,Julho,19.75,23.63,15.87,9.0
Porto,2015,8,Agosto,19.84,24.21,15.48,23.9
Porto,2015,9,Setembro,17.82,22.18,13.46,131.6
Porto,2015,10,Outubro,17.76,21.23,14.29,145.5
Porto,2015,11,Novembro,14.68,18.72,10.64,76.4
Porto,2015,12,Dezembro,13.8,17.18,10.43,153.5
Porto,2016,1,Janeiro,11.97,14.98,8.97,347.1
Porto,2016,2,Fevereiro,10.71,14.03,7.38,248.8
Porto,2016,3,Março,11.13,14.91,7.35,117.2
Porto,2016,4,Abril,13.02,16.77,9.27,166.5
Porto,2016,5,Maio,15.75,19.21,12.28,178.7
Porto,2016,6,Junho,18.59,22.69,14.5,34.9
Porto,2016,7,Julho,21.3,26.65,15.95,0.0
Porto,2016,8,Agosto,21.29,26.35,16.24,9.8
Porto,2016,9,Setembro,18.94,23.93,13.95,46.8
Porto,2016,10,Outubro,17.67,21.63,13.71,109.9
Porto,2016,11,Novembro,12.82,16.75,8.89,210.2
Porto,2016,12,Dezembro,12.36,16.62,8.1,59.2
Porto,2017,1,Janeiro,9.75,14.27,5.22,95.7
Porto,2017,2,Fevereiro,12.34,16.07,8.61,163.8
Porto,2017,3,Março,13.43,17.39,9.48,116.8
Porto,2017,4,Abril,16.87,21.74,12.0,18.1
Porto,2017,5,Maio,18.42,22.83,14.02,110.4
Porto,2017,6,Junho,19.63,23.99,15.28,19.9
Porto,2017,7,Julho,19.19,23.61,14.77,4.4
Porto,2017,8,Agosto,19.48,23.91,15.04,2.2
Porto,2017,9,Setembro,17.09,21.39,12.8,13.4
Porto,2017,10,Outubro,18.43,23.39,13.48,43.5
Porto,2017,11,Novembro,13.55,18.33,8.78,65.7
Porto,2017,12,Dezembro,10.93,14.89,6.96,142.4
Porto,2018,1,Janeiro,10.3,14.08,6.53,153.5
Porto,2018,2,Fevereiro,9.82,14.32,5.31,87.9
Porto,2018,3,Março,10.88,13.88,7.88,260.3
Porto,2018,4,Abril,13.65,17.43,9.87,176.4
Porto,2018,5,Maio,15.99,19.76,12.23,29.3
Porto,2018,6,Junho,17.8,21.63,13.96,61.3
Porto,2018,7,Julho,18.96,22.66,15.27,14.1
Porto,2018,8,Agosto,22.01,27.29,16.72,1.9
Porto,2018,9,Setembro,20.93,25.79,16.08,11.0
Porto,2018,10,Outubro,17.58,22.16,12.99,113.0
Porto,2018,11,Novembro,13.25,16.22,10.28,266.1
Porto,2018,12,Dezembro,12.82,15.93,9.7,135.0
Porto,2019,1,Janeiro,10.18,14.6,5.76,63.6
Porto,2019,2,Fevereiro,12.17,17.02,7.32,45.6
Porto,2019,3,Março,13.68,18.47,8.89,67.0
Porto,2019,4,Abril,13.57,17.29,9.85,129.3
Porto,2019,5,Maio,17.57,22.17,12.97,7.6
Porto,2019,6,Junho,16.91,20.71,13.11,66.8
Porto,2019,7,Julho,19.94,23.91,15.97,8.5
Porto,2019,8,Agosto,19.61,23.56,15.65,47.1
Porto,2019,9,Setembro,20.25,24.82,15.68,19.5
Porto,2019,10,Outubro,16.51,20.12,12.9,312.7
Porto,2019,11,Novembro,12.73,15.43,10.02,240.2
Porto,2019,12,Dezembro,12.07,15.51,8.64,250.3
Porto,2020,1,Janeiro,11.2,14.78,7.62,111.5
Porto,2020,2,Fevereiro,13.3,17.01,9.59,72.8
Porto,2020,3,Março,12.66,16.52,8.8,68.8
Porto,2020,4,Abril,14.44,17.79,11.08,101.1
Porto,2020,5,Maio,18.54,22.45,14.63,54.5
Porto,2020,6,Junho,17.73,21.3,14.15,12.5
Porto,2020,7,Julho,21.78,26.9,16.66,0.1
Porto,2020,8,Agosto,18.76,22.92,14.6,27.5
Porto,2020,9,Setembro,20.61,25.48,15.73,43.6
Porto,2020,10,Outubro,15.53,19.2,11.86,106.0
Porto,2020,11,Novembro,14.76,18.12,11.41,63.6
Porto,2020,12,Dezembro,10.94,14.32,7.55,180.4
Santarém,2015,1,Janeiro,9.51,14.55,4.47,66.8
Santarém,2015,2,Fevereiro,10.38,14.47,6.29,14.8
Santarém,2015,3,Março,13.8,19.6,7.99,10.6
Santarém,2015,4,Abril,16.7,22.32,11.09,58.1
Santarém,2015,5,Maio,20.18,27.22,13.14,1.4
Santarém,2015,6,Junho,22.59,30.3,14.89,4.6
Santarém,2015,7,Julho,23.57,30.21,16.94,0.0
Santarém,2015,8,Agosto,23.41,30.5,16.32,2.8
Santarém,2015,9,Setembro,20.9,27.58,14.22,6.1
Santarém,2015,10,Outubro,18.4,22.74,14.07,159.7
Santarém,2015,11,Novembro,15.13,20.19,10.06,18.0
Santarém,2015,12,Dezembro,13.02,17.37,8.67,58.0
Santarém,2016,1,Janeiro,12.38,16.25,8.51,99.5
Santarém,2016,2,Fevereiro,11.94,16.05,7.83,75.1
Santarém,2016,3,Março,12.35,17.8,6.9,51.7
Santarém,2016,4,Abril,14.81,20.04,9.58,94.4
Santarém,2016,5,Maio,17.18,22.81,11.55,119.1
Santarém,2016,6,Junho,21.73,29.02,14.43,1.8
Santarém,2016,7,Julho,25.61,34.65,16.58,0.8
Santarém,2016,8,Agosto,25.67,34.31,17.02,0.0
Santarém,2016,9,Setembro,23.57,31.79,15.35,18.8
Santarém,2016,10,Outubro,19.8,26.38,13.23,36.5
Santarém,2016,11,Novembro,14.29,19.35,9.22,70.6
Santarém,2016,12,Dezembro,12.25,17.09,7.42,93.7
Santarém,2017,1,Janeiro,9.66,15.05,4.27,80.3
Santarém,2017,2,Fevereiro,12.89,17.77,8.01,49.0
Santarém,2017,3,Março,14.39,19.9,8.88,60.5
Santarém,2017,4,Abril,18.49,25.97,11.02,3.0
Santarém,2017,5,Maio,20.45,27.45,13.45,58.6
Santarém,2017,6,Junho,23.88,31.76,15.99,0.5
Santarém,2017,7,Julho,24.08,31.88,16.28,1.0
Santarém,2017,8,Agosto,24.67,33.15,16.18,10.7
Santarém,2017,9,Setembro,22.07,30.24,13.9,0.3
Santarém,2017,10,Outubro,22.0,30.18,13.82,31.6
Santarém,2017,11,Novembro,14.72,20.52,8.91,42.2
Santarém,2017,12,Dezembro,11.18,16.43,5.93,43.5
Santarém,2018,1,Janeiro,10.83,15.89,5.76,53.6
Santarém,2018,2,Fevereiro,11.02,16.69,5.36,34.0
Santarém,2018,3,Março,12.38,16.75,8.01,190.4
Santarém,2018,4,Abril,15.11,20.64,9.58,114.0
Santarém,2018,5,Maio,17.79,24.22,11.36,35.0
Santarém,2018,6,Junho,20.7,26.73,14.66,50.6
Santarém,2018,7,Julho,22.12,28.02,16.22,0.0
Santarém,2018,8,Agosto,26.0,34.71,17.3,0.0
Santarém,2018,9,Setembro,25.49,34.32,16.66,0.1
Santarém,2018,10,Outubro,19.41,25.97,12.85,33.8
Santarém,2018,11,Novembro,13.6,18.05,9.15,163.1
Santarém,2018,12,Dezembro,12.07,16.84,7.3,41.3
Santarém,2019,1,Janeiro,10.32,15.84,4.79,29.9
Santarém,2019,2,Fevereiro,12.83,19.13,6.53,52.5
Santarém,2019,3,Março,14.94,21.75,8.13,30.1
Santarém,2019,4,Abril,14.99,20.7,9.28,98.7
Santarém,2019,5,Maio,20.22,27.45,12.99,9.3
Santarém,2019,6,Junho,20.18,27.32,13.03,11.6
Santarém,2019,7,Julho,23.69,30.81,16.56,1.2
Santarém,2019,8,Agosto,24.27,31.97,16.57,4.6
Santarém,2019,9,Setembro,23.58,31.75,15.42,15.6
Santarém,2019,10,Outubro,19.04,25.31,12.76,34.7
Santarém,2019,11,Novembro,14.26,17.85,10.67,84.5
Santarém,2019,12,Dezembro,12.78,16.96,8.61,122.2
Santarém,2020,1,Janeiro,10.94,15.63,6.24,42.2
Santarém,2020,2,Fevereiro,14.3,20.1,8.51,8.8
Santarém,2020,3,Março,14.45,19.7,9.19,24.5
Santarém,2020,4,Abril,15.52,20.61,10.42,122.8
Santarém,2020,5,Maio,20.56,27.26,13.85,43.3
Santarém,2020,6,Junho,20.91,27.36,14.47,1.5
Santarém,2020,7,Julho,26.31,35.69,16.94,4.3
Santarém,2020,8,Agosto,24.32,31.76,16.88,0.9
Santarém,2020,9,Setembro,24.05,32.0,16.09,28.4
Santarém,2020,10,Outubro,17.76,23.95,11.57,85.6
Santarém,2020,11,Novembro,15.31,19.49,11.13,87.1
Santarém,2020,12,Dezembro,11.46,15.93,6.99,92.6
Setúbal,2015,1,Janeiro,10.35,16.03,4.66,60.7
Setúbal,2015,2,Fevereiro,10.77,16.02,5.51,13.3
Setúbal,2015,3,Março,13.74,20.49,6.99,41.4
Setúbal,2015,4,Abril,15.83,22.75,8.91,87.4
Setúbal,2015,5,Maio,19.78,27.44,12.11,3.3
Setúbal,2015,6,Junho,21.98,30.32,13.63,6.9
Setúbal,2015,7,Julho,23.89,31.57,16.21,0.0
Setúbal,2015,8,Agosto,23.15,31.1,15.2,1.9
Setúbal,2015,9,Setembro,20.5,28.27,12.72,3.9
Setúbal,2015,10,Outubro,18.5,23.61,13.39,116.7
Setúbal,2015,11,Novembro,14.96,21.26,8.66,51.9
Setúbal,2015,12,Dezembro,12.38,18.52,6.25,175.4
Setúbal,2016,1,Janeiro,12.44,17.63,7.25,114.8
Setúbal,2016,2,Fevereiro,11.96,16.92,6.99,74.0
Setúbal,2016,3,Março,11.96,17.85,6.06,27.7
Setúbal,2016,4,Abril,14.94,20.14,9.73,73.8
Setúbal,2016,5,Maio,17.15,22.75,11.55,175.5
Setúbal,2016,6,Junho,21.81,28.78,14.85,0.7
Setúbal,2016,7,Julho,24.88,32.81,16.95,9.4
Setúbal,2016,8,Agosto,25.01,33.6,16.42,0.0
Setúbal,2016,9,Setembro,22.81,30.62,14.99,12.3
Setúbal,2016,10,Outubro,18.47,25.31,11.64,54.0
Setúbal,2016,11,Novembro,13.77,19.46,8.07,104.3
Setúbal,2016,12,Dezembro,11.63,17.64,5.63,89.1
Setúbal,2017,1,Janeiro,9.56,15.52,3.59,45.6
Setúbal,2017,2,Fevereiro,12.4,17.9,6.9,79.4
Setúbal,2017,3,Março,13.76,19.92,7.59,89.1
Setúbal,2017,4,Abril,17.23,25.42,9.03,2.0
Setúbal,2017,5,Maio,19.84,26.82,12.86,71.7
Setúbal,2017,6,Junho,23.63,31.44,15.81,4.4
Setúbal,2017,7,Julho,23.94,31.51,16.37,0.0
Setúbal,2017,8,Agosto,24.1,32.02,16.18,0.1
Setúbal,2017,9,Setembro,22.12,29.7,14.54,0.0
Setúbal,2017,10,Outubro,20.95,29.43,12.48,15.7
Setúbal,2017,11,Novembro,14.64,20.97,8.31,41.3
Setúbal,2017,12,Dezembro,10.75,16.95,4.55,46.3
Setúbal,2018,1,Janeiro,11.12,16.34,5.91,83.1
Setúbal,2018,2,Fevereiro,10.66,16.17,5.15,51.0
Setúbal,2018,3,Março,12.59,16.83,8.35,167.7
Setúbal,2018,4,Abril,14.24,19.9,8.59,99.7
Setúbal,2018,5,Maio,16.91,22.96,10.85,7.2
Setúbal,2018,6,Junho,20.58,26.51,14.65,25.0
Setúbal,2018,7,Julho,21.93,28.19,15.67,0.4
Setúbal,2018,8,Agosto,25.23,33.85,16.61,0.0
Setúbal,2018,9,Setembro,23.82,31.82,15.81,0.0
Setúbal,2018,10,Outubro,18.49,25.39,11.59,35.3
Setúbal,2018,11,Novembro,13.37,18.48,8.26,36.8
Setúbal,2018,12,Dezembro,11.65,17.34,5.97,24.5
Setúbal,2019,1,Janeiro,10.31,15.94,4.68,24.2
Setúbal,2019,2,Fevereiro,12.0,18.81,5.2,45.0
Setúbal,2019,3,Março,14.5,21.84,7.16,24.5
Setúbal,2019,4,Abril,15.04,20.57,9.52,56.9
Setúbal,2019,5,Maio,20.3,27.27,13.33,7.9
Setúbal,2019,6,Junho,19.55,26.14,12.95,7.9
Setúbal,2019,7,Julho,22.8,28.99,16.62,0.6
Setúbal,2019,8,Agosto,23.8,30.76,16.84,0.7
Setúbal,2019,9,Setembro,22.11,29.17,15.06,24.8
Setúbal,2019,10,Outubro,18.08,23.69,12.46,54.3
Setúbal,2019,11,Novembro,14.54,18.49,10.6,77.3
Setúbal,2019,12,Dezembro,12.69,17.21,8.16,131.1
Setúbal,2020,1,Janeiro,11.0,15.9,6.1,63.4
Setúbal,2020,2,Fevereiro,13.18,19.38,6.97,7.6
Setúbal,2020,3,Março,14.4,19.93,8.88,20.4
Setúbal,2020,4,Abril,15.09,20.26,9.92,106.8
Setúbal,2020,5,Maio,19.72,26.5,12.94,69.1
Setúbal,2020,6,Junho,20.91,27.53,14.29,1.8
Setúbal,2020,7,Julho,24.67,32.62,16.72,2.0
Setúbal,2020,8,Agosto,23.95,30.7,17.21,0.3
Setúbal,2020,9,Setembro,22.1,28.92,15.28,27.3
Setúbal,2020,10,Outubro,17.55,23.27,11.84,118.0
Setúbal,2020,11,Novembro,14.7,19.61,9.79,25.6
Setúbal,2020,12,Dezembro,11.33,16.01,6.65,77.2
Viana do Castelo,2015,1,Janeiro,7.86,12.27,3.45,134.0
Viana do Castelo,2015,2,Fevereiro,8.97,13.01,4.93,101.5
Viana do Castelo,2015,3,Março,11.84,16.87,6.81,55.4
Viana do Castelo,2015,4,Abril,14.99,20.08,9.91,66.9
Viana do Castelo,2015,5,Maio,16.87,21.72,12.03,148.8
Viana do Castelo,2015,6,Junho,19.08,24.12,14.03,37.0
Viana do Castelo,2015,7,Julho,19.39,24.22,14.55,21.0
Viana do Castelo,2015,8,Agosto,19.19,24.09,14.28,24.9
Viana do Castelo,2015,9,Setembro,17.13,22.1,12.16,118.6
Viana do Castelo,2015,10,Outubro,16.78,21.06,12.5,235.2
Viana do Castelo,2015,11,Novembro,13.86,17.77,9.94,57.5
Viana do Castelo,2015,12,Dezembro,12.65,16.28,9.02,139.7
Viana do Castelo,2016,1,Janeiro,11.08,14.42,7.75,274.3
Viana do Castelo,2016,2,Fevereiro,10.26,13.9,6.62,183.4
Viana do Castelo,2016,3,Março,11.0,15.39,6.62,116.6
Viana do Castelo,2016,4,Abril,12.94,17.49,8.39,217.3
Viana do Castelo,2016,5,Maio,15.22,19.41,11.04,152.3
Viana do Castelo,2016,6,Junho,18.06,22.76,13.35,25.3
Viana do Castelo,2016,7,Julho,21.01,26.9,15.13,0.0
Viana do Castelo,2016,8,Agosto,20.45,26.03,14.87,19.0
Viana do Castelo,2016,9,Setembro,18.06,23.53,12.6,65.6
Viana do Castelo,2016,10,Outubro,16.35,20.85,11.85,102.4
Viana do Castelo,2016,11,Novembro,11.76,16.06,7.46,167.1
Viana do Castelo,2016,12,Dezembro,10.58,15.17,5.98,58.2
Viana do Castelo,2017,1,Janeiro,8.21,12.94,3.48,95.6
Viana do Castelo,2017,2,Fevereiro,11.47,15.71,7.23,177.1
Viana do Castelo,2017,3,Março,12.77,17.76,7.78,99.4
Viana do Castelo,2017,4,Abril,15.37,21.33,9.41,14.2
Viana do Castelo,2017,5,Maio,17.6,22.46,12.74,101.5
Viana do Castelo,2017,6,Junho,18.66,23.75,13.56,25.0
Viana do Castelo,2017,7,Julho,19.78,24.56,15.0,13.6
Viana do Castelo,2017,8,Agosto,19.8,25.17,14.43,6.7
Viana do Castelo,2017,9,Setembro,17.1,22.32,11.88,8.4
Viana do Castelo,2017,10,Outubro,17.26,23.35,11.17,60.1
Viana do Castelo,2017,11,Novembro,11.99,16.94,7.05,79.8
Viana do Castelo,2017,12,Dezembro,9.43,13.83,5.04,153.3
Viana do Castelo,2018,1,Janeiro,9.43,13.34,5.53,156.7
Viana do Castelo,2018,2,Fevereiro,9.03,13.71,4.35,67.7
Viana do Castelo,2018,3,Março,10.61,14.31,6.91,277.2
Viana do Castelo,2018,4,Abril,13.39,17.8,8.99,168.0
Viana do Castelo,2018,5,Maio,15.35,19.66,11.04,52.8
Viana do Castelo,2018,6,Junho,17.87,21.79,13.95,48.8
Viana do Castelo,2018,7,Julho,19.35,23.13,15.57,20.3
Viana do Castelo,2018,8,Agosto,21.57,27.25,15.88,9.5
Viana do Castelo,2018,9,Setembro,19.71,24.59,14.83,14.2
Viana do Castelo,2018,10,Outubro,16.35,21.44,11.26,140.0
Viana do Castelo,2018,11,Novembro,12.36,15.61,9.11,311.7
Viana do Castelo,2018,12,Dezembro,11.78,15.09,8.48,156.0
Viana do Castelo,2019,1,Janeiro,8.61,13.31,3.91,85.4
Viana do Castelo,2019,2,Fevereiro,10.94,16.13,5.75,40.2
Viana do Castelo,2019,3,Março,12.75,17.98,7.52,92.2
Viana do Castelo,2019,4,Abril,12.75,16.99,8.51,145.7
Viana do Castelo,2019,5,Maio,17.25,22.86,11.65,24.0
Viana do Castelo,2019,6,Junho,16.8,21.63,11.97,56.1
Viana do Castelo,2019,7,Julho,20.33,25.33,15.33,16.2
Viana do Castelo,2019,8,Agosto,19.41,24.06,14.75,45.4
Viana do Castelo,2019,9,Setembro,20.36,25.78,14.95,40.3
Viana do Castelo,2019,10,Outubro,16.2,20.13,12.26,242.5
Viana do Castelo,2019,11,Novembro,12.65,15.62,9.68,274.7
Viana do Castelo,2019,12,Dezembro,11.84,16.19,7.48,223.5
Viana do Castelo,2020,1,Janeiro,10.18,14.44,5.91,160.2
Viana do Castelo,2020,2,Fevereiro,12.42,16.37,8.47,77.1
Viana do Castelo,2020,3,Março,12.25,16.7,7.8,83.7
Viana do Castelo,2020,4,Abril,14.09,18.33,9.86,122.2
Viana do Castelo,2020,5,Maio,18.09,22.68,13.5,65.2
Viana do Castelo,2020,6,Junho,17.18,21.63,12.74,36.5
Viana do Castelo,2020,7,Julho,21.63,27.0,16.26,0.7
Viana do Castelo,2020,8,Agosto,18.65,23.35,13.94,38.4
Viana do Castelo,2020,9,Setembro,19.66,24.88,14.45,65.9
Viana do Castelo,2020,10,Outubro,14.76,18.57,10.95,137.5
Viana do Castelo,2020,11,Novembro,13.68,17.19,10.16,98.3
Viana do Castelo,2020,12,Dezembro,10.08,13.65,6.51,303.4
Vila Real,2015,1,Janeiro,5.45,9.68,1.21,89.6
Vila Real,2015,2,Fevereiro,6.57,10.57,2.57,32.7
Vila Real,2015,3,Março,11.29,17.22,5.36,0.4
Vila Real,2015,4,Abril,13.72,19.08,8.35,39.5
Vila Real,2015,5,Maio,17.19,23.72,10.67,50.6
Vila Real,2015,6,Junho,21.39,28.55,14.23,20.7
Vila Real,2015,7,Julho,22.82,30.64,14.99,2.8
Vila Real,2015,8,Agosto,21.45,28.65,14.25,6.9
Vila Real,2015,9,Setembro,18.44,24.97,11.92,80.4
Vila Real,2015,10,Outubro,14.63,18.67,10.6,122.6
Vila Real,2015,11,Novembro,10.75,14.53,6.97,54.0
Vila Real,2015,12,Dezembro,8.62,12.13,5.1,50.2
Vila Real,2016,1,Janeiro,8.56,11.63,5.49,254.6
Vila Real,2016,2,Fevereiro,7.69,11.24,4.13,181.6
Vila Real,2016,3,Março,8.75,13.62,3.88,104.9
Vila Real,2016,4,Abril,11.19,16.16,6.22,200.0
Vila Real,2016,5,Maio,14.39,19.4,9.38,137.6
Vila Real,2016,6,Junho,19.09,25.51,12.66,23.0
Vila Real,2016,7,Julho,24.3,32.05,16.56,0.0
Vila Real,2016,8,Agosto,24.0,31.82,16.18,0.5
Vila Real,2016,9,Setembro,20.82,27.83,13.82,24.6
Vila Real,2016,10,Outubro,15.63,20.47,10.79,71.6
Vila Real,2016,11,Novembro,9.57,13.3,5.84,113.9
Vila Real,2016,12,Dezembro,6.82,10.27,3.37,37.2
Vila Real,2017,1,Janeiro,5.96,10.3,1.62,60.6
Vila Real,2017,2,Fevereiro,9.38,13.52,5.24,167.6
Vila Real,2017,3,Março,11.07,16.1,6.03,64.0
Vila Real,2017,4,Abril,15.24,21.95,8.53,11.2
